State,District,SubDistrict,VillageName,Population,Area_Hectares,Literacy_Rate
Maharashtra,Pune,Pune Taluka,Nava Peta 5394,14023,1622.67,64.48
Punjab,Amritsar,Amritsar Taluka,Lalpeta 5395,10501,830.17,60.89
Tamil Nadu,Chennai,Chennai Taluka,Pura Kalan 5396,2229,1099.03,64.02
Gujarat,Rajkot,Rajkot Taluka,Nayakalan 5397,3076,4957.65,87.81
West Bengal,Howrah,Howrah Taluka,Badi Halli 5398,14526,3818.04,57.94
Gujarat,Bhavnagar,Bhavnagar Taluka,Puragaon 5399,11630,1868.88,75.31
West Bengal,Durgapur,Durgapur Taluka,Kala Wadi 5400,957,445.27,44.61
Gujarat,Bhavnagar,Bhavnagar Taluka,Motigaon 5401,8012,4195.76,59.54
Tamil Nadu,Madurai,Madurai Taluka,Badipur 5402,11511,2676.99,43.1
Haryana,Rohtak,Rohtak Taluka,Navakhurd 5403,12037,791.46,57.67
Punjab,Jalandhar,Jalandhar Taluka,Motigaon 5404,13294,4138.5,52.21
Gujarat,Bhavnagar,Bhavnagar Taluka,Moti Pur 5405,7429,953.76,93.24
West Bengal,Darjeeling,Darjeeling Taluka,Badigaon 5406,5580,1157.71,41.02
Rajasthan,Jaipur,Jaipur Taluka,Moti Kalan 5407,13257,657.86,64.56
Haryana,Rohtak,Rohtak Taluka,Naya Halli 5408,,759.39,84.11
Uttar Pradesh,Kanpur,Kanpur Taluka,Haripeta 5409,9260,2143.12,91.31
Punjab,Patiala,Patiala Taluka,Motigaon 5410,,2785.46,94.16
Rajasthan,Kota,Kota Taluka,Nayahalli 5411,2160,3781.3,69.88
Maharashtra,Nashik,Nashik Taluka,Naya Gaon 5412,6490,3988.1,73.62
Karnataka,Bangalore,Bangalore Taluka,Moti Halli 5413,12809,1921.24,42.68
West Bengal,Kolkata,Kolkata Taluka,Lal Kalan 5414,11523,507.65,65.41
Uttar Pradesh,Kanpur,Kanpur Taluka,Chhotihalli 5415,111,3843.94,81.26
Tamil Nadu,Madurai,Madurai Taluka,Navapur 5416,4646,329.27,93.24
Punjab,Bathinda,Bathinda Taluka,Motikhurd 5417,1508,2054.63,66.56
West Bengal,Kolkata,Kolkata Taluka,Chhotihalli 5418,137,1775.18,56.61
West Bengal,Darjeeling,Darjeeling Taluka,Nava Peta 5419,13951,2551.73,43.57
Rajasthan,Udaipur,Udaipur Taluka,Nava Khurd 5420,4032,3968.02,61.06
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Nayapur 5421,13303,1696.88,43.93
Tamil Nadu,Chennai,Chennai Taluka,Haripur 5422,224,1986.75,
Tamil Nadu,Salem,Salem Taluka,Chhotinagar 5423,434,1476.25,45.94
Rajasthan,Ajmer,Ajmer Taluka,Harikalan 5424,1539,3205.09,49.71
Bihar,Patna,Patna Taluka,Purahalli 5425,4054,3668.41,68.27
Punjab,Patiala,Patiala Taluka,Hari Gaon 5426,9578,2459.88,88.22
Maharashtra,Mumbai,Mumbai Taluka,Motikalan 5427,4238,1234.64,80.33
Punjab,Bathinda,Bathinda Taluka,Navakalan 5428,12573,389.61,93.78
Maharashtra,Mumbai,Mumbai Taluka,Moti Wadi 5429,2592,4707.4,70.91
Uttar Pradesh,Agra,Agra Taluka,Chhoti Kalan 5430,1074,980.83,
Tamil Nadu,Chennai,Chennai Taluka,Nayahalli 5431,682,1170.43,67.18
Bihar,Purnia,Purnia Taluka,Harigarh 5432,11161,3383.2,65.55
Rajasthan,Jodhpur,Jodhpur Taluka,Badi Halli 5433,5362,2045.64,66.32
Karnataka,Mysore,Mysore Taluka,Chhotipur 5434,5866,2048.54,61.54
Bihar,Gaya,Gaya Taluka,Lal Khurd 5435,7704,1443.84,46.5
Uttar Pradesh,Meerut,Meerut Taluka,Nava Wadi 5436,6020,2263.13,71.51
Haryana,Ambala,Ambala Taluka,Kala Gaon 5437,13161,1950.92,48.08
Gujarat,Ahmedabad,Ahmedabad Taluka,Badi Peta 5438,7753,4912.08,55.63
Tamil Nadu,Salem,Salem Taluka,Moti Wadi 5439,3184,994.07,46.17
Maharashtra,Mumbai,Mumbai Taluka,Lalnagar 5440,542,1728.81,47.39
Gujarat,Vadodara,Vadodara Taluka,Lalkalan 5441,2891,3021.59,73.67
Punjab,Bathinda,Bathinda Taluka,Naya Peta 5442,618,3113.93,94.74
Maharashtra,Mumbai,Mumbai Taluka,Hari Wadi 5443,9135,969.04,47.25
Uttar Pradesh,Agra,Agra Taluka,Harigarh 5444,12423,4889.52,64.46
Gujarat,Rajkot,Rajkot Taluka,Pura Peta 5445,1524,774.35,55.87
West Bengal,Durgapur,Durgapur Taluka,Harigarh 5446,5892,736.79,88.59
Haryana,Panipat,Panipat Taluka,Harikalan 5447,9265,4412.44,61.01
Bihar,Bhagalpur,Bhagalpur Taluka,Purakhurd 5448,7631,799.63,45.41
West Bengal,Siliguri,Siliguri Taluka,Badikhurd 5449,7629,272.31,88.22
Uttar Pradesh,Kanpur,Kanpur Taluka,Hariwadi 5450,8779,2779.32,72.53
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Nava Peta 5451,7272,1504.12,78.43
Tamil Nadu,Salem,Salem Taluka,Purahalli 5452,4833,2697.54,84.18
Rajasthan,Kota,Kota Taluka,Chhoti Pur 5453,12010,931.27,51.86
Karnataka,Hubli,Hubli Taluka,Badi Garh 5454,10958,199.53,41.26
Haryana,Ambala,Ambala Taluka,Kala Garh 5455,,4125.61,87.66
Uttar Pradesh,Kanpur,Kanpur Taluka,Hari Khurd 5456,2591,4874.39,55.85
Uttar Pradesh,Agra,Agra Taluka,Chhotigaon 5457,6659,1879.31,64.19
Bihar,Muzaffarpur,Muzaffarpur Taluka,Hari Garh 5458,2265,1286.18,81.23
Karnataka,Hubli,Hubli Taluka,Kala Kalan 5459,,4433.89,60.66
Uttar Pradesh,Kanpur,Kanpur Taluka,Purapeta 5460,11801,3771.17,49.42
Bihar,Muzaffarpur,Muzaffarpur Taluka,Lal Peta 5461,,1638.66,68.3
Punjab,Patiala,Patiala Taluka,Lalgarh 5462,8703,1626.54,74.62
Punjab,Patiala,Patiala Taluka,Badi Wadi 5463,5275,2035.89,80.15
Maharashtra,Thane,Thane Taluka,Chhotikalan 5464,5244,3120.29,74.71
Uttar Pradesh,Lucknow,Lucknow Taluka,Navagarh 5465,12315,4197.06,59.36
Maharashtra,Pune,Pune Taluka,Kala Wadi 5466,220,411.29,81.7
Rajasthan,Kota,Kota Taluka,Hari Pur 5467,5374,1976.3,45.18
West Bengal,Durgapur,Durgapur Taluka,Lalgaon 5468,1856,3229.1,91.02
Tamil Nadu,Salem,Salem Taluka,Chhoti Kalan 5469,5851,2778.71,84.27
Karnataka,Mysore,Mysore Taluka,Lal Nagar 5470,9976,1294.51,94.34
Punjab,Jalandhar,Jalandhar Taluka,Lalpeta 5471,,4075.72,81.86
Gujarat,Vadodara,Vadodara Taluka,Chhoti Garh 5472,3213,189.49,81.52
Rajasthan,Jaipur,Jaipur Taluka,Purapeta 5473,6478,4551.31,63.66
Uttar Pradesh,Kanpur,Kanpur Taluka,Kala Kalan 5474,,4132.97,53.39
Gujarat,Ahmedabad,Ahmedabad Taluka,Pura Khurd 5475,1798,71.69,60.9
Tamil Nadu,Coimbatore,Coimbatore Taluka,Nayapeta 5476,7348,4041.95,90.82
Gujarat,Bhavnagar,Bhavnagar Taluka,Hari Kalan 5477,14744,1823.45,52.31
Tamil Nadu,Salem,Salem Taluka,Nayanagar 5478,12563,4818.28,53.59
Haryana,Rohtak,Rohtak Taluka,Naya Garh 5479,12903,1960.32,67.73
West Bengal,Kolkata,Kolkata Taluka,Motikhurd 5480,12909,3760.79,55.85
Rajasthan,Jodhpur,Jodhpur Taluka,Hariwadi 5481,172,2050.62,69.68
Gujarat,Bhavnagar,Bhavnagar Taluka,Moti Gaon 5482,7619,378.06,65.72
Gujarat,Rajkot,Rajkot Taluka,Kalawadi 5483,3362,3208.69,79.73
Haryana,Gurugram,Gurugram Taluka,Hari Khurd 5484,14568,2100.25,65.3
Maharashtra,Thane,Thane Taluka,Badigaon 5485,4742,4898.83,60.61
Tamil Nadu,Salem,Salem Taluka,Moti Nagar 5486,3711,2432.83,65.76
Gujarat,Surat,Surat Taluka,Lal Nagar 5487,3539,3026.31,61.01
Uttar Pradesh,Meerut,Meerut Taluka,Naya Kalan 5488,3297,4546.41,43.47
West Bengal,Darjeeling,Darjeeling Taluka,Lal Peta 5489,6633,3431.93,92.45
Rajasthan,Jaipur,Jaipur Taluka,Navagaon 5490,8810,2282.71,77.62
Haryana,Panipat,Panipat Taluka,Badi Khurd 5491,7426,4043.44,80.06
Bihar,Muzaffarpur,Muzaffarpur Taluka,Lalgarh 5492,11650,3368.55,82.57
Karnataka,Bangalore,Bangalore Taluka,Moti Gaon 5493,659,649.02,
West Bengal,Durgapur,Durgapur Taluka,Badi Khurd 5494,2680,2708.9,
Karnataka,Mysore,Mysore Taluka,Kalagaon 5495,6814,2727.93,80.0
West Bengal,Siliguri,Siliguri Taluka,Harinagar 5496,901,1004.76,87.45
Bihar,Purnia,Purnia Taluka,Lalwadi 5497,10684,1358.51,66.33
Gujarat,Surat,Surat Taluka,Kala Pur 5498,3707,905.9,80.97
Punjab,Jalandhar,Jalandhar Taluka,Nava Garh 5499,6700,741.24,93.86
Gujarat,Vadodara,Vadodara Taluka,Hari Garh 5500,838,2736.6,81.33
Haryana,Faridabad,Faridabad Taluka,Harikalan 5501,14821,2558.39,42.07
Bihar,Muzaffarpur,Muzaffarpur Taluka,Nayakalan 5502,11369,3685.75,87.92
Tamil Nadu,Coimbatore,Coimbatore Taluka,Nayapur 5503,1488,1115.31,56.49
Tamil Nadu,Chennai,Chennai Taluka,Chhoti Pur 5504,6206,3767.19,51.02
Haryana,Faridabad,Faridabad Taluka,Moti Garh 5505,7688,3870.87,87.26
Punjab,Amritsar,Amritsar Taluka,Kalahalli 5506,2696,3727.34,43.78
Haryana,Ambala,Ambala Taluka,Naya Peta 5507,6856,3578.5,48.99
Gujarat,Rajkot,Rajkot Taluka,Purahalli 5508,11377,1058.1,49.92
Maharashtra,Nagpur,Nagpur Taluka,Pura Nagar 5509,13659,3127.34,52.82
Uttar Pradesh,Kanpur,Kanpur Taluka,Kalapur 5510,5745,1359.06,53.11
Haryana,Panipat,Panipat Taluka,Badikalan 5511,,3016.71,69.88
Punjab,Ludhiana,Ludhiana Taluka,Motikhurd 5512,151,4705.75,92.84
Punjab,Jalandhar,Jalandhar Taluka,Chhotigaon 5513,358,698.41,40.48
Haryana,Ambala,Ambala Taluka,Nava Peta 5514,5119,4258.5,67.32
Uttar Pradesh,Varanasi,Varanasi Taluka,Naya Peta 5515,,2704.73,54.59
Maharashtra,Mumbai,Mumbai Taluka,Kalagaon 5516,5070,2924.46,62.22
Haryana,Ambala,Ambala Taluka,Harinagar 5517,3406,2549.66,52.99
Rajasthan,Jodhpur,Jodhpur Taluka,Moti Peta 5518,7294,3299.05,52.46
Gujarat,Vadodara,Vadodara Taluka,Chhotinagar 5519,1027,3972.47,72.34
Tamil Nadu,Coimbatore,Coimbatore Taluka,Kala Kalan 5520,367,4787.39,78.96
Haryana,Rohtak,Rohtak Taluka,Badi Peta 5521,11094,1879.62,83.14
Tamil Nadu,Madurai,Madurai Taluka,Naya Wadi 5522,5416,1921.57,81.2
Maharashtra,Thane,Thane Taluka,Kalagarh 5523,,259.52,70.19
Tamil Nadu,Madurai,Madurai Taluka,Lal Peta 5524,8200,207.74,54.03
Haryana,Panipat,Panipat Taluka,Harigaon 5525,9361,4864.91,74.05
Rajasthan,Ajmer,Ajmer Taluka,Chhotikalan 5526,2468,3527.82,94.1
Rajasthan,Udaipur,Udaipur Taluka,Hari Halli 5527,2546,2062.99,44.54
Rajasthan,Jodhpur,Jodhpur Taluka,Lalnagar 5528,9170,2362.29,59.46
Haryana,Panipat,Panipat Taluka,Naya Wadi 5529,10210,1991.92,85.62
Haryana,Panipat,Panipat Taluka,Badi Garh 5530,4286,3262.44,
Uttar Pradesh,Agra,Agra Taluka,Kalanagar 5531,5097,3474.92,63.46
Uttar Pradesh,Kanpur,Kanpur Taluka,Lal Nagar 5532,14329,1541.42,77.27
Tamil Nadu,Chennai,Chennai Taluka,Motikhurd 5533,,145.66,47.19
Rajasthan,Jaipur,Jaipur Taluka,Motipeta 5534,1506,4370.66,91.09
West Bengal,Darjeeling,Darjeeling Taluka,Kala Halli 5535,9859,3138.18,59.45
Bihar,Purnia,Purnia Taluka,Nava Peta 5536,5574,886.16,89.23
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Chhotigaon 5537,5857,944.34,50.2
Tamil Nadu,Madurai,Madurai Taluka,Purahalli 5538,9471,2963.74,51.9
West Bengal,Howrah,Howrah Taluka,Naya Gaon 5539,12289,4193.41,79.02
Haryana,Faridabad,Faridabad Taluka,Navagarh 5540,3298,2202.01,52.78
Tamil Nadu,Chennai,Chennai Taluka,Hari Kalan 5541,7236,1085.13,46.31
West Bengal,Darjeeling,Darjeeling Taluka,Haripeta 5542,9898,4318.21,52.92
Rajasthan,Ajmer,Ajmer Taluka,Badigaon 5543,4572,2590.95,91.84
Maharashtra,Nashik,Nashik Taluka,Badipur 5544,11497,3863.43,89.61
Punjab,Patiala,Patiala Taluka,Chhotiwadi 5545,12289,1539.72,88.34
Punjab,Patiala,Patiala Taluka,Puragaon 5546,8407,1295.21,52.26
Maharashtra,Mumbai,Mumbai Taluka,Motihalli 5547,2079,3277.86,72.64
Karnataka,Hubli,Hubli Taluka,Nayakalan 5548,9056,3171.48,76.96
Rajasthan,Udaipur,Udaipur Taluka,Badigarh 5549,14465,3594.45,93.88
Bihar,Muzaffarpur,Muzaffarpur Taluka,Kalakhurd 5550,13404,2741.96,90.66
West Bengal,Darjeeling,Darjeeling Taluka,Motinagar 5551,5316,101.36,86.83
Karnataka,Belgaum,Belgaum Taluka,Haripur 5552,10966,1915.81,61.12
West Bengal,Kolkata,Kolkata Taluka,Kalagarh 5553,1378,2084.65,94.03
Uttar Pradesh,Agra,Agra Taluka,Chhotikalan 5554,820,3529.07,62.81
Rajasthan,Jaipur,Jaipur Taluka,Naya Halli 5555,13650,3997.17,51.68
West Bengal,Darjeeling,Darjeeling Taluka,Moti Garh 5556,7023,3165.11,51.92
Gujarat,Vadodara,Vadodara Taluka,Moti Khurd 5557,524,4430.75,43.13
Punjab,Patiala,Patiala Taluka,Kala Wadi 5558,14506,385.37,90.53
Karnataka,Hubli,Hubli Taluka,Lalgaon 5559,3954,535.53,48.6
Maharashtra,Mumbai,Mumbai Taluka,Pura Kalan 5560,5710,4938.86,80.17
Uttar Pradesh,Meerut,Meerut Taluka,Naya Pur 5561,1733,1520.06,55.48
Maharashtra,Thane,Thane Taluka,Badinagar 5562,6026,912.45,58.15
Uttar Pradesh,Agra,Agra Taluka,Motihalli 5563,8272,4807.52,42.51
Maharashtra,Nagpur,Nagpur Taluka,Naya Wadi 5564,12244,2366.23,64.83
West Bengal,Howrah,Howrah Taluka,Chhoti Wadi 5565,764,3583.81,55.63
Rajasthan,Ajmer,Ajmer Taluka,Hari Wadi 5566,11515,2350.2,93.91
Bihar,Gaya,Gaya Taluka,Naya Pur 5567,3556,514.2,54.04
Rajasthan,Jodhpur,Jodhpur Taluka,Motikhurd 5568,8644,1616.75,50.92
Haryana,Panipat,Panipat Taluka,Navapeta 5569,12002,4537.73,51.54
Punjab,Bathinda,Bathinda Taluka,Badipeta 5570,6966,1419.96,56.0
Bihar,Purnia,Purnia Taluka,Kalapur 5571,11710,3389.27,83.99
Bihar,Bhagalpur,Bhagalpur Taluka,Kala Pur 5572,4218,1844.1,56.81
West Bengal,Darjeeling,Darjeeling Taluka,Navapeta 5573,1749,1039.24,42.02
Karnataka,Belgaum,Belgaum Taluka,Haripeta 5574,10316,2323.52,72.97
Rajasthan,Ajmer,Ajmer Taluka,Kalapur 5575,7589,1792.82,68.35
Bihar,Bhagalpur,Bhagalpur Taluka,Hari Gaon 5576,7778,2545.04,70.34
West Bengal,Howrah,Howrah Taluka,Lalgarh 5577,12468,2245.97,43.24
Tamil Nadu,Coimbatore,Coimbatore Taluka,Pura Wadi 5578,12446,1875.6,50.03
West Bengal,Siliguri,Siliguri Taluka,Moti Peta 5579,,59.72,79.84
Gujarat,Bhavnagar,Bhavnagar Taluka,Nayagarh 5580,1367,1072.5,74.1
Punjab,Ludhiana,Ludhiana Taluka,Lalgarh 5581,10152,2081.92,76.27
Bihar,Muzaffarpur,Muzaffarpur Taluka,Nava Pur 5582,10676,1128.77,47.38
Karnataka,Belgaum,Belgaum Taluka,Moti Pur 5583,9980,2255.36,
Punjab,Bathinda,Bathinda Taluka,Hari Peta 5584,14721,339.56,59.06
Uttar Pradesh,Agra,Agra Taluka,Badi Khurd 5585,7959,197.95,84.24
Tamil Nadu,Coimbatore,Coimbatore Taluka,Naya Nagar 5586,7454,3789.07,51.91
Rajasthan,Kota,Kota Taluka,Nayanagar 5587,1069,4339.11,91.18
Uttar Pradesh,Agra,Agra Taluka,Chhoti Khurd 5588,8557,4419.89,83.43
Uttar Pradesh,Meerut,Meerut Taluka,Chhotinagar 5589,11696,707.68,76.9
Karnataka,Bangalore,Bangalore Taluka,Chhoti Nagar 5590,8560,4594.63,79.31
Punjab,Bathinda,Bathinda Taluka,Kala Wadi 5591,8567,182.6,50.21
Rajasthan,Udaipur,Udaipur Taluka,Hari Kalan 5592,8234,2506.87,68.36
Punjab,Bathinda,Bathinda Taluka,Chhotipur 5593,972,1577.41,50.82
Uttar Pradesh,Kanpur,Kanpur Taluka,Motihalli 5594,4222,1870.75,83.08
Maharashtra,Mumbai,Mumbai Taluka,Pura Khurd 5595,3970,505.81,60.41
West Bengal,Kolkata,Kolkata Taluka,Puranagar 5596,12125,542.31,41.23
Rajasthan,Ajmer,Ajmer Taluka,Purapur 5597,13284,2313.01,79.69
Uttar Pradesh,Lucknow,Lucknow Taluka,Chhoti Gaon 5598,2278,4659.53,42.4
Uttar Pradesh,Meerut,Meerut Taluka,Pura Peta 5599,5880,1580.18,67.49
Haryana,Ambala,Ambala Taluka,Badi Garh 5600,11129,528.85,43.88
Karnataka,Mysore,Mysore Taluka,Naya Halli 5601,14487,4626.71,55.97
Uttar Pradesh,Agra,Agra Taluka,Lal Wadi 5602,6320,3289.03,55.3
Tamil Nadu,Madurai,Madurai Taluka,Pura Halli 5603,4410,2339.92,64.5
West Bengal,Durgapur,Durgapur Taluka,Kalahalli 5604,6689,4265.89,63.44
Punjab,Ludhiana,Ludhiana Taluka,Badiwadi 5605,5271,620.93,52.08
Uttar Pradesh,Varanasi,Varanasi Taluka,Badi Wadi 5606,1091,4485.02,84.86
Haryana,Rohtak,Rohtak Taluka,Kalahalli 5607,,3580.02,
Uttar Pradesh,Meerut,Meerut Taluka,Nava Nagar 5608,8622,3665.27,49.63
Haryana,Faridabad,Faridabad Taluka,Nayagaon 5609,858,1569.43,91.18
West Bengal,Darjeeling,Darjeeling Taluka,Kala Peta 5610,3501,1427.54,41.54
Rajasthan,Jaipur,Jaipur Taluka,Badiwadi 5611,157,765.91,72.45
Punjab,Patiala,Patiala Taluka,Chhotinagar 5612,14117,3631.17,90.76
Tamil Nadu,Chennai,Chennai Taluka,Hariwadi 5613,9499,927.69,80.46
Bihar,Purnia,Purnia Taluka,Badi Pur 5614,2497,4302.84,87.18
Rajasthan,Udaipur,Udaipur Taluka,Purahalli 5615,6810,2638.63,
West Bengal,Siliguri,Siliguri Taluka,Nayanagar 5616,3745,3979.82,50.98
West Bengal,Siliguri,Siliguri Taluka,Pura Kalan 5617,1151,3252.91,54.7
West Bengal,Darjeeling,Darjeeling Taluka,Chhotipur 5618,9569,1045.47,93.61
Karnataka,Bangalore,Bangalore Taluka,Chhotigaon 5619,4894,587.27,76.25
Haryana,Panipat,Panipat Taluka,Chhoti Kalan 5620,14912,1108.34,42.4
Punjab,Bathinda,Bathinda Taluka,Lalhalli 5621,9787,744.05,90.3
West Bengal,Siliguri,Siliguri Taluka,Moti Wadi 5622,7829,313.51,93.84
Bihar,Muzaffarpur,Muzaffarpur Taluka,Nayakalan 5623,12012,2050.01,75.58
Tamil Nadu,Madurai,Madurai Taluka,Lalgaon 5624,9342,4661.37,49.4
Bihar,Gaya,Gaya Taluka,Chhotihalli 5625,13004,2633.43,
West Bengal,Kolkata,Kolkata Taluka,Naya Wadi 5626,12213,1782.01,88.85
Rajasthan,Jaipur,Jaipur Taluka,Moti Peta 5627,14139,52.93,43.81
Karnataka,Mangalore,Mangalore Taluka,Nayapeta 5628,,2062.18,73.1
Uttar Pradesh,Kanpur,Kanpur Taluka,Chhotigaon 5629,7132,957.67,63.4
Punjab,Patiala,Patiala Taluka,Pura Khurd 5630,14162,378.04,84.41
Gujarat,Ahmedabad,Ahmedabad Taluka,Lal Wadi 5631,10726,3708.16,51.82
West Bengal,Darjeeling,Darjeeling Taluka,Lal Kalan 5632,2880,2255.26,70.8
Gujarat,Ahmedabad,Ahmedabad Taluka,Lal Pur 5633,5136,3274.18,87.66
Gujarat,Vadodara,Vadodara Taluka,Nava Khurd 5634,284,2669.51,42.47
Tamil Nadu,Madurai,Madurai Taluka,Navanagar 5635,2044,516.1,42.17
Rajasthan,Jaipur,Jaipur Taluka,Naya Peta 5636,5715,2558.75,
Bihar,Purnia,Purnia Taluka,Kalagaon 5637,3997,1718.47,71.31
Haryana,Gurugram,Gurugram Taluka,Chhoti Nagar 5638,12634,543.86,54.89
West Bengal,Siliguri,Siliguri Taluka,Harigarh 5639,3310,4357.9,94.64
Rajasthan,Udaipur,Udaipur Taluka,Motiwadi 5640,7259,859.76,91.21
Haryana,Ambala,Ambala Taluka,Purahalli 5641,3317,2609.52,70.28
Uttar Pradesh,Agra,Agra Taluka,Badi Pur 5642,8644,1808.17,89.88
Punjab,Ludhiana,Ludhiana Taluka,Chhotinagar 5643,10047,4024.88,59.37
Punjab,Ludhiana,Ludhiana Taluka,Hari Wadi 5644,8180,3184.96,46.29
Punjab,Bathinda,Bathinda Taluka,Purakalan 5645,2852,3694.19,78.8
Punjab,Jalandhar,Jalandhar Taluka,Badigarh 5646,9943,4744.44,79.14
Karnataka,Mysore,Mysore Taluka,Lal Wadi 5647,11145,4775.68,41.65
Gujarat,Bhavnagar,Bhavnagar Taluka,Harinagar 5648,5546,966.82,83.56
Bihar,Purnia,Purnia Taluka,Nayapur 5649,10454,2761.03,47.67
Uttar Pradesh,Varanasi,Varanasi Taluka,Lalpur 5650,,4410.66,85.91
Tamil Nadu,Coimbatore,Coimbatore Taluka,Kala Halli 5651,10783,4282.43,53.8
Rajasthan,Udaipur,Udaipur Taluka,Badi Peta 5652,11222,126.66,60.99
Uttar Pradesh,Kanpur,Kanpur Taluka,Nava Halli 5653,,1585.43,46.18
Tamil Nadu,Chennai,Chennai Taluka,Kala Garh 5654,,2617.69,45.8
Karnataka,Mangalore,Mangalore Taluka,Lal Garh 5655,8222,1609.08,56.68
Haryana,Ambala,Ambala Taluka,Lalpur 5656,211,4132.06,40.37
Karnataka,Mangalore,Mangalore Taluka,Badi Halli 5657,2440,213.84,54.96
Rajasthan,Jaipur,Jaipur Taluka,Chhoti Kalan 5658,5189,1192.14,66.98
West Bengal,Howrah,Howrah Taluka,Chhotinagar 5659,10084,2770.81,70.29
Karnataka,Mysore,Mysore Taluka,Lal Peta 5660,4503,1809.22,61.26
Karnataka,Bangalore,Bangalore Taluka,Kalapur 5661,14198,2885.97,79.07
Maharashtra,Mumbai,Mumbai Taluka,Badi Wadi 5662,3497,4909.71,86.94
Bihar,Purnia,Purnia Taluka,Pura Khurd 5663,7275,3103.94,80.49
West Bengal,Siliguri,Siliguri Taluka,Hari Peta 5664,5373,2040.03,55.85
Bihar,Patna,Patna Taluka,Lal Gaon 5665,7177,2502.99,83.23
Uttar Pradesh,Agra,Agra Taluka,Lalgarh 5666,5871,983.81,53.81
West Bengal,Darjeeling,Darjeeling Taluka,Kalagarh 5667,1776,4211.38,59.95
Gujarat,Rajkot,Rajkot Taluka,Harikhurd 5668,13999,2312.68,77.82
Uttar Pradesh,Meerut,Meerut Taluka,Badipur 5669,11679,4658.19,82.32
Rajasthan,Ajmer,Ajmer Taluka,Pura Halli 5670,11949,584.94,92.11
Tamil Nadu,Madurai,Madurai Taluka,Nava Khurd 5671,420,3860.79,41.43
Maharashtra,Nashik,Nashik Taluka,Badi Garh 5672,14068,4927.92,
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Chhoti Kalan 5673,1400,2683.19,88.29
Tamil Nadu,Coimbatore,Coimbatore Taluka,Badikhurd 5674,5134,817.13,
Uttar Pradesh,Lucknow,Lucknow Taluka,Kalapeta 5675,3986,256.21,46.31
Maharashtra,Nashik,Nashik Taluka,Chhotinagar 5676,12980,2694.28,76.39
Haryana,Panipat,Panipat Taluka,Chhoti Gaon 5677,10256,2153.08,
Karnataka,Bangalore,Bangalore Taluka,Naya Peta 5678,10650,1936.31,89.79
Uttar Pradesh,Kanpur,Kanpur Taluka,Badi Wadi 5679,329,3663.27,49.35
Punjab,Bathinda,Bathinda Taluka,Kala Kalan 5680,2243,4688.1,64.06
Bihar,Purnia,Purnia Taluka,Kala Halli 5681,11549,3121.09,46.49
Gujarat,Bhavnagar,Bhavnagar Taluka,Harihalli 5682,9130,2138.59,63.18
Punjab,Ludhiana,Ludhiana Taluka,Kala Garh 5683,13310,1600.71,
Tamil Nadu,Madurai,Madurai Taluka,Purapeta 5684,,2469.51,53.13
Gujarat,Ahmedabad,Ahmedabad Taluka,Pura Garh 5685,556,4218.17,40.11
Bihar,Gaya,Gaya Taluka,Puragarh 5686,13094,1706.62,62.76
West Bengal,Kolkata,Kolkata Taluka,Naya Nagar 5687,8756,959.12,49.69
Karnataka,Belgaum,Belgaum Taluka,Motinagar 5688,3968,2438.69,88.38
West Bengal,Durgapur,Durgapur Taluka,Pura Pur 5689,5708,1814.8,58.02
Haryana,Rohtak,Rohtak Taluka,Pura Kalan 5690,13164,3893.14,81.01
Uttar Pradesh,Varanasi,Varanasi Taluka,Chhotihalli 5691,12296,2929.17,77.21
West Bengal,Kolkata,Kolkata Taluka,Badi Garh 5692,2065,4244.37,69.14
Karnataka,Belgaum,Belgaum Taluka,Nava Gaon 5693,,4238.13,75.58
Karnataka,Mysore,Mysore Taluka,Hari Peta 5694,7949,2171.03,67.38
Maharashtra,Thane,Thane Taluka,Badigaon 5695,13490,4179.95,
Rajasthan,Udaipur,Udaipur Taluka,Naya Khurd 5696,4305,814.91,
Tamil Nadu,Coimbatore,Coimbatore Taluka,Navakalan 5697,11223,2992.83,55.08
Haryana,Ambala,Ambala Taluka,Motipeta 5698,10428,4864.12,49.37
Karnataka,Mangalore,Mangalore Taluka,Naya Halli 5699,11368,4973.75,78.59
Punjab,Patiala,Patiala Taluka,Puragarh 5700,14288,442.22,65.68
Gujarat,Ahmedabad,Ahmedabad Taluka,Lal Pur 5701,475,687.08,40.67
West Bengal,Kolkata,Kolkata Taluka,Kalapur 5702,12101,2767.63,86.27
Haryana,Panipat,Panipat Taluka,Pura Gaon 5703,6754,3017.19,46.81
Bihar,Patna,Patna Taluka,Nayapeta 5704,5768,113.07,83.5
Tamil Nadu,Salem,Salem Taluka,Lalhalli 5705,7839,3615.19,53.4
Tamil Nadu,Tiruchirappalli,Tiruchirappalli Taluka,Moti Khurd 5706,6280,2616.86,47.07
Gujarat,Rajkot,Rajkot Taluka,Hari Garh 5707,9039,4833.13,55.3
Haryana,Gurugram,Gurugram Taluka,Hari Gaon 5708,8337,1235.29,90.13
Gujarat,Surat,Surat Taluka,Pura Peta 5709,13387,244.14,53.57
Uttar Pradesh,Agra,Agra Taluka,Hari Kalan 5710,14398,1160.42,53.69
